Reference_PC,Age
MS_15_B69_C1_O_0088,4.0
MS_15_B69_C1_O_0089,4.0
MS_15_B69_C1_O_0090,3.0
MS_15_B69_C1_O_0091,6.0
MS_15_B69_C1_O_0092,2.0
MS_15_B69_C1_O_0093,4.0
MS_15_B69_C1_O_0094,3.0
MS_15_B69_C1_O_0095,2.0
MS_15_B69_C1_O_0096,3.0
MS_15_B69_C1_O_0097,3.0
MS_15_B69_C1_O_0098,4.0
MS_15_B69_C1_O_0099,2.0
MS_15_B69_C1_O_0100,4.0
MS_15_B69_C1_O_0101,3.0
MS_15_B69_C1_O_0102,4.0
MS_15_B69_C1_O_0103,5.0
MS_15_B69_C1_O_0104,4.0
MS_15_B69_C1_O_0105,4.0
MS_15_B69_C1_O_0106,7.0
MS_15_B69_C1_O_0107,4.0
MS_15_B69_C1_O_0108,5.0
MS_15_B69_C1_O_0109,5.0
MS_15_B69_C1_O_0110,4.0
MS_15_B69_C1_O_0111,6.0
MS_15_B69_C1_O_0112,4.0
MS_15_B69_C1_O_0113,5.0
MS_15_B69_C1_O_0114,4.0
MS_15_B91_C1_O_0001,3.0
MS_15_B91_C1_O_0002,5.0
MS_15_B91_C1_O_0003,2.0
MS_15_B91_C1_O_0004,2.0
MS_15_B91_C1_O_0005,3.0
MS_15_B91_C1_O_0007,2.0
MS_15_B91_C1_O_0008,2.0
MS_15_B91_C1_O_0009,4.0
MS_15_B91_C1_O_0010,2.0
MS_15_B91_C1_O_0011,2.0
MS_15_B91_C1_O_0012,3.0
MS_15_B91_C1_O_0013,2.0
MS_15_B91_C1_O_0014,12.0
MS_15_B91_C1_O_0015,2.0
MS_15_B91_C1_O_0016,3.0
MS_15_B91_C1_O_0017,4.0
MS_15_B91_C1_O_0018,3.0
MS_15_B91_C1_O_0019,3.0
MS_15_B91_C1_O_0020,2.0
MS_15_B91_C1_O_0021,2.0
MS_15_B91_C1_O_0022,5.0
MS_15_B91_C1_O_0023,5.0
MS_15_B91_C1_O_0024,5.0
MS_15_B91_C1_O_0025,3.0
MS_15_B91_C1_O_0026,6.0
MS_15_B91_C1_O_0027,6.0
MS_15_B91_C1_O_0028,5.0
MS_15_B91_C1_O_0029,5.0
MS_15_B91_C1_O_0030,3.0
MS_15_B91_C1_O_0031,3.0
MS_15_B91_C1_O_0032,2.0
MS_15_B91_C1_O_0033,3.0
MS_15_B91_C1_O_0034,5.0
MS_15_B91_C1_O_0035,4.0
MS_15_B91_C1_O_0036,5.0
MS_15_B91_C1_O_0037,4.0
MS_15_B91_C1_O_0038,2.0
MS_15_B91_C1_O_0039,4.0
MS_15_B91_C1_O_0040,3.0
MS_15_B91_C1_O_0041,4.0
MS_15_B91_C1_O_0042,1.0
MS_15_B91_C1_O_0043,2.0
MS_15_B91_C1_O_0046,2.0
MS_15_B91_C1_O_0047,1.0
MS_15_B91_C1_O_0048,5.0
MS_15_B91_C1_O_0049,2.0
MS_15_B91_C1_O_0051,1.0
MS_15_B91_C1_O_0054,2.0
MS_15_B91_C1_O_0055,2.0
MS_15_B91_C1_O_0056,1.0
MS_15_B91_C1_O_0057,2.0
MS_15_B91_C1_O_0058,7.0
MS_15_B91_C1_O_0060,1.0
MS_15_B91_C1_O_0061,2.0
MS_15_B91_C1_O_0063,3.0
MS_15_B91_C1_O_0064,3.0
MS_15_B91_C1_O_0065,1.0
MS_15_B91_C1_O_0066,2.0
MS_15_B91_C1_O_0067,6.0
MS_15_B91_C1_O_0068,5.0
MS_15_B91_C1_O_0069,5.0
MS_15_B91_C1_O_0070,4.0
MS_15_B91_C1_O_0071,7.0
MS_15_B91_C1_O_0072,4.0
MS_15_B91_C1_O_0073,3.0
MS_15_B91_C1_O_0074,3.0
MS_15_B91_C1_O_0075,2.0
MS_15_B91_C1_O_0076,5.0
MS_15_B91_C1_O_0077,5.0
MS_15_B91_C1_O_0078,3.0
MS_15_B91_C1_O_0079,3.0
MS_15_B91_C1_O_0080,3.0
MS_15_B91_C1_O_0081,3.0
MS_15_B91_C1_O_0082,3.0
MS_15_B91_C1_O_0083,5.0
MS_15_B91_C1_O_0084,3.0
MS_15_B91_C1_O_0085,4.0
MS_15_B91_C1_O_0086,4.0
MS_15_B91_C1_O_0087,1.0
MS_15_B91_C1_O_0088,1.0
MS_15_B91_C1_O_0090,2.0
MS_15_B91_C1_O_0091,1.0
MS_15_B91_C1_O_0095,3.0
MS_15_B91_C1_O_0098,3.0
MS_15_B91_C1_O_0099,1.0
MS_15_B91_C1_O_0100,2.0
MS_15_B91_C1_O_0101,3.0
MS_15_B91_C1_O_0102,2.0
MS_15_B91_C1_O_0103,2.0
MS_15_B91_C1_O_0105,5.0
MS_15_B91_C1_O_0106,5.0
MS_15_B91_C1_O_0107,8.0
MS_15_B91_C1_O_0108,4.0
MS_15_B91_C1_O_0109,8.0
MS_15_B91_C1_O_0110,5.0
MS_15_B91_C1_O_0111,7.0
MS_15_B91_C1_O_0112,6.0
MS_15_B91_C1_O_0113,7.0
MS_15_B91_C1_O_0114,7.0
MS_15_B91_C1_O_0115,4.0
MS_15_B91_C1_O_0116,3.0
MS_15_B91_C1_O_0117,1.0
MS_15_B91_C1_O_0118,6.0
MS_15_B91_C1_O_0119,6.0
MS_15_B91_C1_O_0120,8.0
MS_15_B91_C1_O_0121,4.0
MS_15_B91_C1_O_0122,5.0
MS_15_B91_C1_O_0123,8.0
MS_15_B91_C1_O_0124,6.0
MS_15_B91_C1_O_0125,3.0
MS_15_B91_C1_O_0126,4.0
MS_15_B91_C1_O_0127,2.0
MS_15_B91_C1_O_0128,3.0
MS_15_B91_C1_O_0129,3.0
MS_15_B91_C1_O_0130,2.0
MS_15_B91_C1_O_0132,2.0
MS_15_B91_C1_O_0133,1.0
MS_15_B91_C1_O_0134,3.0
MS_15_B91_C1_O_0135,2.0
MS_15_B91_C1_O_0136,2.0
MS_15_B91_C1_O_0137,2.0
MS_15_B91_C1_O_0138,5.0
MS_15_B91_C1_O_0139,1.0
MS_15_B91_C1_O_0140,7.0
MS_15_B91_C1_O_0141,3.0
MS_15_B91_C1_O_0142,2.0
MS_15_B91_C1_O_0143,2.0
MS_15_B91_C1_O_0145,2.0
MS_15_B91_C1_O_0147,5.0
MS_15_B91_C1_O_0148,7.0
MS_15_B91_C1_O_0149,8.0
MS_15_B91_C1_O_0150,2.0
MS_15_B91_C1_O_0151,5.0
MS_15_B91_C1_O_0152,6.0
MS_15_B91_C1_O_0153,2.0
MS_15_B91_C1_O_0154,5.0
MS_15_B91_C1_O_0155,2.0
MS_15_B91_C1_O_0158,2.0
MS_15_B91_C1_O_0160,2.0
MS_15_B91_C1_O_0164,2.0
MS_15_B91_C1_O_0165,5.0
MS_15_B91_C1_O_0166,2.0
MS_15_B91_C1_O_0167,2.0
MS_15_B91_C1_O_0168,2.0
MS_15_B91_C1_O_0169,3.0
MS_15_B91_C1_O_0170,2.0
MS_15_B91_C1_O_0172,3.0
MS_15_B91_C1_O_0173,3.0
MS_15_B91_C1_O_0174,3.0
MS_15_B91_C1_O_0175,2.0
MS_15_B91_C1_O_0176,3.0
MS_15_B91_C1_O_0177,3.0
MS_15_B91_C1_O_0178,4.0
MS_15_B91_C1_O_0179,3.0
MS_15_B91_C1_O_0181,2.0
MS_15_B91_C1_O_0182,2.0
MS_15_B91_C1_O_0183,3.0
MS_15_B91_C1_O_0184,2.0
MS_15_B91_C1_O_0185,2.0
MS_15_B91_C1_O_0186,5.0
MS_15_B91_C1_O_0187,3.0
MS_15_B91_C1_O_0188,2.0
MS_15_B91_C1_O_0189,3.0
MS_15_B91_C1_O_0190,2.0
MS_15_B91_C1_O_0191,3.0
MS_15_B91_C1_O_0193,2.0
MS_15_B91_C1_O_0194,3.0
MS_15_B91_C1_O_0196,3.0
MS_15_B91_C1_O_0197,2.0
MS_15_B91_C1_O_0198,2.0
MS_15_B91_C1_O_0200,5.0
MS_15_B91_C1_O_0201,2.0
MS_15_B91_C1_O_0202,3.0
MS_15_B91_C1_O_0203,7.0
MS_15_B91_C1_O_0204,5.0
MS_15_B91_C1_O_0205,6.0
MS_15_B91_C1_O_0207,6.0
MS_15_B91_C1_O_0208,3.0
MS_15_B91_C1_O_0209,5.0
MS_15_B91_C1_O_0210,5.0
MS_15_B91_C1_O_0211,8.0
MS_15_B91_C1_O_0215,5.0
MS_15_B91_C1_O_0219,3.0
MS_15_B91_C1_O_0220,3.0
MS_15_B91_C1_O_0221,3.0
MS_15_B91_C1_O_0222,1.0
MS_15_B91_C1_O_0223,2.0
MS_15_B91_C1_O_0224,2.0
MS_15_B91_C1_O_0225,2.0
MS_15_B91_C1_O_0226,2.0
MS_15_B91_C1_O_0228,2.0
MS_15_B91_C1_O_0230,3.0
MS_15_B91_C1_O_0234,2.0
MS_15_B91_C1_O_0235,4.0
MS_15_B91_C1_O_0236,1.0
MS_15_B91_C1_O_0237,2.0
MS_15_B91_C1_O_0238,3.0
MS_15_B91_C1_O_0239,2.0
MS_15_B91_C1_O_0242,2.0
MS_15_B91_C1_O_0243,6.0
MS_15_B91_C1_O_0244,3.0
MS_15_B91_C1_O_0245,2.0
MS_15_B91_C1_O_0247,7.0
MS_15_B91_C1_O_0248,7.0
MS_15_B91_C1_O_0249,6.0
MS_15_B91_C1_O_0250,5.0
MS_15_B91_C1_O_0251,2.0
MS_15_B91_C1_O_0252,4.0
MS_15_B92_C1_O_0001,4.0
MS_15_B92_C1_O_0003,5.0
MS_15_B92_C1_O_0004,3.0
MS_15_B92_C1_O_0006,4.0
MS_15_B92_C1_O_0007,3.0
MS_15_B92_C1_O_0008,6.0
MS_15_B92_C1_O_0009,10.0
MS_15_B92_C1_O_0010,4.0
MS_15_B92_C1_O_0011,5.0
MS_15_B92_C1_O_0012,5.0
MS_15_B92_C1_O_0013,3.0
MS_15_B92_C1_O_0014,5.0
MS_15_B92_C1_O_0015,6.0
MS_15_B92_C1_O_0016,5.0
MS_15_B92_C1_O_0017,5.0
MS_15_B92_C1_O_0018,6.0
MS_15_B92_C1_O_0019,3.0
MS_15_B92_C1_O_0021,4.0
MS_15_B92_C1_O_0022,3.0
MS_15_B92_C1_O_0023,4.0
MS_15_B92_C1_O_0024,3.0
MS_15_B92_C1_O_0025,3.0
MS_15_B92_C1_O_0026,4.0
MS_15_B92_C1_O_0027,5.0
MS_15_B92_C1_O_0028,5.0
MS_15_B92_C1_O_0029,4.0
MS_15_B92_C1_O_0030,5.0
MS_15_B92_C1_O_0031,2.0
MS_15_B92_C1_O_0032,5.0
MS_15_B92_C1_O_0033,4.0
MS_15_B92_C1_O_0034,5.0
MS_15_B92_C1_O_0035,3.0
MS_15_B92_C1_O_0036,3.0
MS_15_B92_C1_O_0037,5.0
MS_15_B92_C1_O_0038,7.0
MS_15_B92_C1_O_0039,5.0
MS_15_B92_C1_O_0041,5.0
MS_15_B92_C1_O_0042,3.0
MS_15_B92_C1_O_0043,4.0
MS_15_B92_C1_O_0044,4.0
MS_15_B92_C1_O_0045,7.0
MS_15_B92_C1_O_0046,3.0
MS_15_B92_C1_O_0047,5.0
MS_15_B92_C1_O_0049,4.0
MS_15_B92_C1_O_0050,3.0
MS_15_B92_C1_O_0051,3.0
MS_15_B92_C1_O_0053,4.0
MS_15_B92_C1_O_0054,6.0
MS_15_B92_C1_O_0055,4.0
MS_15_B92_C1_O_0056,7.0
MS_15_B92_C1_O_0057,5.0
MS_15_B92_C1_O_0058,5.0
MS_15_B92_C1_O_0059,6.0
MS_15_B92_C1_O_0060,4.0
MS_15_B92_C1_O_0061,2.0
MS_15_B92_C1_O_0062,3.0
MS_15_B92_C1_O_0063,3.0
MS_15_B92_C1_O_0064,2.0
MS_15_B92_C1_O_0065,6.0
MS_15_B92_C1_O_0066,3.0
MS_15_B92_C1_O_0067,2.0
MS_15_B92_C1_O_0070,3.0
MS_15_B92_C1_O_0071,3.0
MS_15_B92_C1_O_0072,3.0
MS_15_B92_C1_O_0073,3.0
MS_15_B92_C1_O_0074,3.0
MS_15_B92_C1_O_0075,4.0
MS_15_B92_C1_O_0076,4.0
MS_15_B92_C1_O_0077,4.0
MS_15_B92_C1_O_0078,4.0
MS_15_B92_C1_O_0079,2.0
MS_15_B92_C1_O_0080,2.0
MS_15_B92_C1_O_0081,3.0
MS_15_B92_C1_O_0082,4.0
MS_15_B92_C1_O_0083,7.0
MS_15_B92_C1_O_0084,4.0
MS_15_B92_C1_O_0085,7.0
MS_15_B92_C1_O_0086,5.0
MS_15_B92_C1_O_0087,7.0
MS_15_B92_C1_O_0088,6.0
MS_15_B92_C1_O_0089,5.0
MS_15_B92_C1_O_0090,5.0
MS_15_B92_C1_O_0091,4.0
MS_15_B92_C1_O_0092,8.0
MS_15_B92_C1_O_0093,5.0
MS_15_B92_C1_O_0094,5.0
MS_15_B92_C1_O_0095,5.0
MS_15_B92_C1_O_0096,5.0
MS_15_B92_C1_O_0098,5.0
MS_15_B92_C1_O_0099,3.0
MS_15_B92_C1_O_0100,3.0
MS_15_B92_C1_O_0101,3.0
MS_15_B92_C1_O_0102,4.0
MS_15_B92_C1_O_0103,6.0
MS_15_B92_C1_O_0104,3.0
MS_15_B92_C1_O_0105,4.0
MS_15_B92_C1_O_0106,3.0
MS_15_B92_C1_O_0107,3.0
MS_15_B92_C1_O_0108,5.0
MS_15_B92_C1_O_0109,2.0
MS_15_B92_C1_O_0110,3.0
MS_15_B92_C1_O_0111,4.0
MS_15_B92_C1_O_0112,3.0
MS_15_B92_C1_O_0113,4.0
MS_15_B92_C1_O_0114,4.0
MS_15_B92_C1_O_0115,6.0
MS_15_B92_C1_O_0116,3.0
MS_15_B92_C1_O_0117,5.0
MS_15_B92_C1_O_0118,3.0
MS_15_B92_C1_O_0119,3.0
MS_15_B92_C1_O_0120,5.0
MS_15_B92_C1_O_0121,5.0
MS_15_B92_C1_O_0122,5.0
MS_15_B92_C1_O_0123,3.0
MS_15_B92_C1_O_0124,3.0
MS_15_B92_C1_O_0126,2.0
MS_15_B92_C1_O_0127,5.0
MS_15_B92_C1_O_0128,5.0
MS_15_B92_C1_O_0129,3.0
MS_15_B92_C1_O_0130,3.0
MS_15_B92_C1_O_0131,5.0
MS_15_B92_C1_O_0132,2.0
MS_15_B92_C1_O_0133,2.0
MS_15_B92_C1_O_0135,5.0
MS_15_B92_C1_O_0136,5.0
MS_15_B92_C1_O_0137,5.0
MS_15_B95_C1_O_0001,3.0
MS_15_B95_C1_O_0002,2.0
MS_15_B95_C1_O_0003,3.0
MS_15_B95_C1_O_0004,3.0
MS_15_B95_C1_O_0005,2.0
MS_15_B95_C1_O_0007,3.0
MS_15_B95_C1_O_0008,2.0
MS_15_B95_C1_O_0009,4.0
MS_15_B95_C1_O_0010,2.0
MS_15_B95_C1_O_0011,3.0
MS_15_B95_C1_O_0012,3.0
MS_15_B95_C1_O_0013,2.0
MS_15_B95_C1_O_0014,2.0
MS_15_B95_C1_O_0015,2.0
MS_15_B95_C1_O_0016,4.0
MS_15_B95_C1_O_0018,5.0
MS_15_B95_C1_O_0019,3.0
MS_15_B95_C1_O_0020,5.0
MS_15_B95_C1_O_0021,2.0
MS_15_B95_C1_O_0022,3.0
MS_15_B95_C1_O_0023,3.0
MS_15_B95_C1_O_0024,2.0
MS_15_B95_C1_O_0025,3.0
MS_15_B95_C1_O_0026,3.0
MS_15_B95_C1_O_0027,2.0
MS_15_B95_C1_O_0028,2.0
MS_15_B95_C1_O_0029,5.0
MS_15_B95_C1_O_0030,2.0
MS_15_B95_C1_O_0031,4.0
MS_15_B95_C1_O_0032,6.0
MS_15_B95_C1_O_0033,6.0
MS_15_B95_C1_O_0034,5.0
MS_15_B95_C1_O_0035,5.0
MS_15_B95_C1_O_0036,3.0
MS_15_B95_C1_O_0037,6.0
MS_15_B95_C1_O_0038,4.0
MS_15_B95_C1_O_0039,3.0
MS_15_B95_C1_O_0040,3.0
MS_15_B95_C1_O_0041,3.0
MS_15_B95_C1_O_0042,4.0
MS_15_B95_C1_O_0043,5.0
MS_15_B95_C1_O_0044,4.0
MS_15_B95_C1_O_0045,4.0
MS_15_B95_C1_O_0046,2.0
MS_15_B95_C1_O_0047,2.0
MS_15_B95_C1_O_0048,2.0
MS_15_B95_C1_O_0049,2.0
MS_15_B95_C1_O_0050,2.0
MS_15_B95_C1_O_0051,2.0
MS_15_B95_C1_O_0052,3.0
MS_15_B95_C1_O_0053,2.0
MS_15_B95_C1_O_0054,3.0
MS_15_B95_C1_O_0055,2.0
MS_15_B95_C1_O_0056,4.0
MS_15_B95_C1_O_0057,3.0
MS_15_B95_C1_O_0058,2.0
MS_15_B95_C1_O_0059,2.0
RE_12_b103_C1_O_0001,4.0
RE_12_b103_C1_O_0002,2.0
RE_12_b103_C1_O_0003,2.0
RE_12_b103_C1_O_0004,3.0
RE_12_b103_C1_O_0005,2.0
RE_12_b103_C1_O_0006,3.0
RE_12_b103_C1_O_0007,2.0
RE_12_b103_C1_O_0008,2.0
RE_12_b103_C1_O_0009,3.0
RE_12_b103_C1_O_0010,2.0
RE_12_b103_C1_O_0011,3.0
RE_12_b103_C1_O_0012,2.0
RE_12_b103_C1_O_0013,2.0
RE_12_b103_C1_O_0014,2.0
RE_12_b103_C1_O_0015,2.0
RE_12_b103_C1_O_0016,2.0
RE_12_b103_C1_O_0017,2.0
RE_12_b103_C1_O_0018,4.0
RE_12_b103_C1_O_0019,3.0
RE_12_b103_C1_O_0021,2.0
RE_12_b103_C1_O_0022,2.0
RE_12_b103_C1_O_0023,2.0
RE_12_b103_C1_O_0024,3.0
RE_12_b103_C1_O_0025,2.0
RE_12_b103_C1_O_0026,2.0
RE_12_b103_C1_O_0027,3.0
RE_12_b103_C1_O_0028,2.0
RE_12_b103_C1_O_0029,4.0
RE_12_b103_C1_O_0030,3.0
RE_12_b103_C1_O_0031,2.0
RE_12_b103_C1_O_0032,4.0
RE_12_b103_C1_O_0033,2.0
RE_12_b103_C1_O_0034,2.0
RE_12_b103_C1_O_0035,2.0
RE_12_b103_C1_O_0036,2.0
RE_12_b103_C1_O_0037,2.0
RE_12_b103_C1_O_0038,2.0
RE_12_b103_C1_O_0039,3.0
RE_12_b103_C1_O_0040,2.0
RE_12_b103_C1_O_0041,2.0
RE_12_b103_C1_O_0042,2.0
RE_12_b103_C1_O_0044,2.0
RE_12_b103_C1_O_0045,2.0
RE_12_b103_C1_O_0046,3.0
RE_12_b103_C1_O_0047,2.0
RE_12_b103_C1_O_0048,2.0
RE_12_b103_C1_O_0049,2.0
RE_12_b103_C1_O_0050,3.0
RE_12_b103_C1_O_0051,3.0
RE_12_b103_C1_O_0052,3.0
RE_12_b103_C1_O_0053,2.0
RE_12_b103_C1_O_0054,2.0
RE_12_b103_C1_O_0055,3.0
RE_12_b103_C1_O_0056,3.0
RE_12_b103_C1_O_0058,2.0
RE_12_b103_C1_O_0059,2.0
RE_12_b103_C1_O_0060,3.0
RE_12_b103_C1_O_0061,3.0
RE_12_b103_C1_O_0063,2.0
RE_12_b103_C1_O_0064,2.0
RE_12_b103_C1_O_0065,3.0
RE_12_b103_C1_O_0066,3.0
RE_12_b103_C1_O_0067,2.0
RE_12_b103_C1_O_0068,3.0
RE_12_b103_C1_O_0069,3.0
RE_12_b103_C1_O_0070,2.0
RE_12_b103_C1_O_0071,2.0
RE_12_b103_C1_O_0072,2.0
RE_12_b103_C1_O_0073,2.0
RE_12_b103_C1_O_0074,2.0
RE_12_b103_C1_O_0075,3.0
RE_12_b103_C1_O_0077,2.0
RE_12_b103_C1_O_0078,3.0
RE_12_b103_C1_O_0080,2.0
RE_12_b103_C1_O_0081,2.0
RE_12_b103_C1_O_0082,3.0
RE_12_b103_C1_O_0083,2.0
RE_12_b103_C1_O_0084,2.0
RE_12_b103_C1_O_0085,3.0
RE_12_b103_C1_O_0088,2.0
RE_12_b103_C1_O_0089,3.0
RE_12_b103_C1_O_0090,3.0
RE_12_b103_C1_O_0092,2.0
RE_12_b103_C1_O_0093,4.0
RE_12_b103_C1_O_0094,3.0
RE_12_b103_C1_O_0095,4.0
RE_12_b103_C1_O_0096,2.0
RE_12_b103_C1_O_0097,2.0
RE_12_b103_C1_O_0098,3.0
RE_12_b103_C1_O_0099,2.0
RE_12_b103_C1_O_0100,2.0
RE_12_b103_C1_O_0101,2.0
RE_12_b103_C1_O_0102,3.0
RE_12_b103_C1_O_0103,4.0
RE_12_b103_C1_O_0104,4.0
RE_12_b103_C1_O_0105,4.0
RE_12_b103_C1_O_0106,3.0
RE_12_b103_C1_O_0107,4.0
RE_12_b103_C1_O_0108,3.0
RE_12_b103_C1_O_0109,2.0
RE_12_b103_C1_O_0110,3.0
RE_12_b103_C1_O_0111,3.0
RE_12_b103_C1_O_0112,4.0
RE_12_b103_C1_O_0113,4.0
RE_12_b103_C1_O_0114,4.0
RE_12_b103_C1_O_0115,4.0
RE_12_b103_C1_O_0116,3.0
RE_12_b103_C1_O_0117,3.0
RE_12_b103_C1_O_0118,4.0
RE_12_b103_C1_O_0119,3.0
RE_12_b103_C1_O_0120,4.0
RE_12_b103_C1_O_0121,2.0
RE_12_b103_C1_O_0122,4.0
RE_12_b103_C1_O_0123,4.0
RE_12_b103_C1_O_0124,3.0
RE_12_b103_C1_O_0125,3.0
RE_12_b103_C1_O_0126,4.0
RE_12_b103_C1_O_0127,3.0
RE_12_b103_C1_O_0129,4.0
RE_12_b103_C1_O_0130,3.0
RE_12_b103_C1_O_0131,4.0
RE_12_b103_C1_O_0132,3.0
RE_12_b103_C1_O_0133,3.0
RE_12_b103_C1_O_0134,5.0
RE_12_b103_C1_O_0135,3.0
RE_12_b103_C1_O_0136,5.0
RE_12_b103_C1_O_0137,4.0
RE_12_b103_C1_O_0138,3.0
RE_12_b103_C1_O_0139,3.0
RE_12_b103_C1_O_0140,3.0
RE_12_b103_C1_O_0141,4.0
RE_12_b103_C1_O_0142,3.0
RE_12_b103_C1_O_0143,3.0
RE_12_b103_C1_O_0144,3.0
RE_12_b103_C1_O_0145,3.0
RE_12_b103_C1_O_0146,4.0
RE_12_b103_C1_O_0147,3.0
RE_12_b103_C1_O_0148,3.0
RE_12_b103_C1_O_0150,4.0
RE_12_b103_C1_O_0151,3.0
RE_12_b103_C1_O_0152,3.0
RE_12_b103_C1_O_0153,6.0
RE_12_b103_C1_O_0154,3.0
RE_12_b103_C1_O_0155,3.0
RE_12_b103_C1_O_0156,4.0
RE_12_b103_C1_O_0159,4.0
RE_12_b103_C1_O_0161,3.0
RE_12_b103_C1_O_0162,4.0
RE_12_b103_C1_O_0163,4.0
RE_12_b103_C1_O_0164,3.0
RE_12_b103_C1_O_0165,4.0
RE_12_b103_C1_O_0167,2.0
RE_12_b103_C1_O_0168,3.0
RE_12_b103_C1_O_0169,3.0
RE_12_b103_C1_O_0171,4.0
RE_12_b103_C1_O_0172,4.0
RE_12_b103_C1_O_0173,3.0
RE_12_b103_C1_O_0174,3.0
RE_12_b103_C1_O_0175,3.0
RE_12_b103_C1_O_0176,3.0
RE_12_b103_C1_O_0179,6.0
RE_12_b103_C1_O_0180,3.0
RE_12_b103_C1_O_0181,4.0
RE_12_b103_C1_O_0182,3.0
RE_12_b103_C1_O_0183,5.0
RE_12_b103_C1_O_0185,4.0
RE_12_b103_C1_O_0186,4.0
RE_12_b103_C1_O_0187,3.0
RE_12_b103_C1_O_0188,2.0
RE_12_b103_C1_O_0189,6.0
RE_12_b103_C1_O_0190,3.0
RE_12_b103_C1_O_0191,3.0
RE_12_b103_C1_O_0192,4.0
RE_12_b103_C1_O_0194,5.0
RE_12_b103_C1_O_0195,4.0
RE_12_b103_C1_O_0196,3.0
RE_12_b103_C1_O_0197,3.0
RE_12_b103_C1_O_0198,3.0
RE_12_b103_C1_O_0199,3.0
RE_12_b103_C1_O_0200,3.0
RE_12_b103_C1_O_0201,3.0
RE_12_b103_C1_O_0203,3.0
RE_12_b103_C1_O_0204,4.0
RE_12_b103_C1_O_0205,3.0
RE_12_b103_C1_O_0207,2.0
RE_12_b103_C1_O_0208,4.0
RE_12_b103_C1_O_0210,3.0
RE_12_b103_C1_O_0211,4.0
RE_12_b103_C1_O_0212,3.0
RE_12_b103_C1_O_0213,3.0
RE_12_b103_C1_O_0214,4.0
RE_12_b103_C1_O_0215,3.0
RE_12_b103_C1_O_0216,6.0
RE_12_b103_C1_O_0217,4.0
RE_12_b103_C1_O_0218,6.0
RE_12_b103_C1_O_0219,5.0
RE_12_b103_C1_O_0220,6.0
RE_12_b103_C1_O_0221,6.0
RE_12_b103_C1_O_0222,4.0
RE_12_b103_C1_O_0223,5.0
RE_12_b103_C1_O_0224,4.0
RE_12_b103_C1_O_0225,3.0
RE_12_b103_C1_O_0226,8.0
RE_12_b103_C1_O_0227,6.0
RE_12_b103_C1_O_0228,4.0
RE_12_b103_C1_O_0229,5.0
RE_12_b103_C1_O_0230,4.0
RE_12_b103_C1_O_0231,4.0
RE_12_b103_C1_O_0232,6.0
RE_12_b103_C1_O_0233,9.0
RE_12_b103_C1_O_0235,4.0
RE_12_b103_C1_O_0236,6.0
RE_12_b103_C1_O_0237,4.0
RE_12_b103_C1_O_0238,6.0
RE_12_b103_C1_O_0239,5.0
RE_12_b103_C1_O_0240,4.0
RE_12_b103_C1_O_0241,3.0
RE_12_b103_C1_O_0242,4.0
RE_12_b103_C1_O_0243,4.0
RE_12_b103_C1_O_0245,4.0
RE_12_b118_C1_O_0001,1.0
RE_12_b118_C1_O_0002,2.0
RE_12_b118_C1_O_0003,2.0
RE_12_b118_C1_O_0004,2.0
RE_12_b118_C1_O_0005,1.0
RE_12_b118_C1_O_0006,2.0
RE_12_b118_C1_O_0007,2.0
RE_12_b118_C1_O_0008,10.0
RE_12_b118_C1_O_0011,2.0
RE_12_b118_C1_O_0012,3.0
RE_12_b118_C1_O_0014,1.0
RE_12_b118_C1_O_0015,3.0
RE_12_b118_C1_O_0016,1.0
RE_12_b118_C1_O_0017,1.0
RE_12_b118_C1_O_0018,2.0
RE_12_b118_C1_O_0019,0.0
RE_12_b118_C1_O_0020,2.0
RE_12_b118_C1_O_0023,3.0
RE_12_b118_C1_O_0024,2.0
RE_12_b118_C1_O_0025,2.0
RE_12_b118_C1_O_0026,2.0
RE_12_b118_C1_O_0027,3.0
RE_12_b118_C1_O_0028,3.0
RE_12_b118_C1_O_0029,7.0
RE_12_b118_C1_O_0030,2.0
RE_12_b118_C1_O_0031,3.0
RE_12_b118_C1_O_0032,2.0
RE_12_b118_C1_O_0033,7.0
RE_12_b118_C1_O_0034,6.0
RE_12_b118_C1_O_0035,4.0
RE_12_b118_C1_O_0036,6.0
RE_12_b118_C1_O_0037,2.0
RE_12_b118_C1_O_0038,3.0
RE_12_b118_C1_O_0039,4.0
RE_12_b118_C1_O_0040,2.0
RE_12_b118_C1_O_0041,5.0
RE_12_b118_C1_O_0042,3.0
RE_12_b118_C1_O_0043,2.0
RE_12_b118_C1_O_0044,2.0
RE_12_b118_C1_O_0045,4.0
RE_12_b118_C1_O_0046,3.0
RE_12_b118_C1_O_0047,2.0
RE_12_b118_C1_O_0048,6.0
RE_12_b118_C1_O_0049,3.0
RE_12_b118_C1_O_0050,3.0
RE_12_b118_C1_O_0051,3.0
RE_12_b118_C1_O_0052,2.0
RE_12_b118_C1_O_0053,2.0
RE_12_b118_C1_O_0054,1.0
RE_12_b118_C1_O_0055,3.0
RE_12_b118_C1_O_0057,3.0
RE_12_b118_C1_O_0058,2.0
RE_12_b118_C1_O_0059,1.0
RE_12_b118_C1_O_0060,3.0
RE_12_b118_C1_O_0061,2.0
RE_12_b118_C1_O_0062,2.0
RE_12_b118_C1_O_0063,2.0
RE_12_b118_C1_O_0064,2.0
RE_12_b118_C1_O_0065,2.0
RE_12_b118_C1_O_0066,2.0
RE_12_b118_C1_O_0067,1.0
